n,ConditionsOfInterest,StandardValue1,StandardValue2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,power_Accuracy_ANOVA,power_Precision_ANOVA,Duration
18,2,5,8,100,0.0,0.1,0,0.108,0.1,0.1,0.1,0.04,0.37,0.0,0.43,0.0,0.34,1486133 milliseconds
20,2,5,8,100,0.0,0.1,0,0.108,0.1,0.1,0.1,0.03,0.42,0.01,0.52,0.0,0.43,1605383 milliseconds
10,2,5,8,100,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.9,0.25,0.8,0.32,0.0,0.24,797767 milliseconds
12,2,5,8,100,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.93,0.29,0.9,0.44,0.0,0.29,967850 milliseconds
14,2,5,8,100,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.97,0.36,0.97,0.5,0.0,0.4,1122311 milliseconds
16,2,5,8,100,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.98,0.4,0.97,0.51,0.03,0.41,1404907 milliseconds
18,2,5,8,100,0.025,-0.1,0,0.108,0.1,0.1,0.1,0.99,0.43,0.99,0.5,0.0,0.42,1568870 milliseconds
20,2,5,8,100,0.025,-0.1,0,0.108,0.1,0.1,0.1,1.0,0.5,0.99,0.55,0.0,0.43,1784285 milliseconds
10,2,5,8,100,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.87,0.08,0.77,0.12,0.0,0.09,796393 milliseconds
12,2,5,8,100,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.95,0.07,0.88,0.09,0.0,0.07,906131 milliseconds
14,2,5,8,100,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.96,0.12,0.91,0.14,0.0,0.11,1120359 milliseconds
16,2,5,8,100,0.025,-0.05,0,0.108,0.1,0.1,0.1,0.99,0.11,0.96,0.14,0.0,0.1,1291813 milliseconds
18,2,5,8,100,0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.09,0.98,0.19,0.0,0.12,1519940 milliseconds
20,2,5,8,100,0.025,-0.05,0,0.108,0.1,0.1,0.1,1.0,0.14,1.0,0.17,0.02,0.11,1667236 milliseconds
10,2,5,8,100,0.025,0.0,0,0.108,0.1,0.1,0.1,0.89,0.04,0.79,0.07,0.0,0.02,755784 milliseconds
12,2,5,8,100,0.025,0.0,0,0.108,0.1,0.1,0.1,0.92,0.03,0.86,0.07,0.0,0.04,939385 milliseconds
14,2,5,8,100,0.025,0.0,0,0.108,0.1,0.1,0.1,0.98,0.07,0.94,0.1,0.0,0.04,1140827 milliseconds
16,2,5,8,100,0.025,0.0,0,0.108,0.1,0.1,0.1,1.0,0.02,0.98,0.02,0.0,0.01,1327836 milliseconds
18,2,5,8,100,0.025,0.0,0,0.108,0.1,0.1,0.1,1.0,0.03,0.98,0.06,0.02,0.01,1432685 milliseconds
20,2,5,8,100,0.025,0.0,0,0.108,0.1,0.1,0.1,1.0,0.02,0.98,0.04,0.0,0.02,1640465 milliseconds
10,2,5,8,100,0.025,0.05,0,0.108,0.1,0.1,0.1,0.93,0.04,0.78,0.15,0.01,0.04,757339 milliseconds
12,2,5,8,100,0.025,0.05,0,0.108,0.1,0.1,0.1,0.97,0.1,0.88,0.09,0.0,0.04,931435 milliseconds
14,2,5,8,100,0.025,0.05,0,0.108,0.1,0.1,0.1,0.99,0.12,0.9,0.11,0.01,0.07,1140287 milliseconds
16,2,5,8,100,0.025,0.05,0,0.108,0.1,0.1,0.1,0.94,0.07,0.89,0.08,0.0,0.07,1258184 milliseconds
18,2,5,8,100,0.025,0.05,0,0.108,0.1,0.1,0.1,0.99,0.14,0.98,0.12,0.02,0.09,1448046 milliseconds
20,2,5,8,100,0.025,0.05,0,0.108,0.1,0.1,0.1,1.0,0.14,1.0,0.16,0.0,0.12,1588725 milliseconds
