nIteration,n,reps,DurationGLMM_bobyqa_AGP0,AIC_bobyqa_AGP0,Pvalues_bobyqa_AGP0_Accuracy,Pvalues_bobyqa_AGP0_Precision,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between
14,16,60,3523,4111.685153,2.96E-12,2.69E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,16,60,3077,4131.28433,1.80E-09,0.000402855,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,16,60,4627,4143.415644,1.35E-14,5.50E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,16,60,6847,3955.445742,3.03E-10,1.71E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,16,60,2096,3988.982457,2.10E-10,2.55E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,16,60,4861,4118.750941,4.37E-16,0.003572983,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,16,60,3303,4020.258318,9.49E-14,8.97E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,16,60,3957,4107.025287,9.19E-15,2.56E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,16,60,3608,3988.792688,2.84E-13,0.000305118,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,16,60,8180,4124.132218,7.57E-12,3.42E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,16,60,3310,4069.999359,3.72E-16,7.94E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,16,60,2970,4169.787357,2.14E-14,5.81E-16,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,18,60,4558,4098.620231,8.25E-10,4.81E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,18,60,1984,4227.033265,1.13E-11,6.67E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,18,60,3172,4226.525606,7.38E-11,2.69E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,18,60,3265,4071.049312,7.45E-16,5.82E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,18,60,2106,4070.33265,1.03E-16,2.65E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,18,60,2365,4109.790109,3.01E-11,0.000406203,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,18,60,5701,3974.44059,3.36E-11,1.66E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,18,60,2261,4208.974665,1.31E-11,1.13E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,18,60,3858,4184.839246,6.04E-11,0.886340703,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,18,60,3532,3993.007759,1.74E-14,7.85E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,18,60,2612,4054.791786,1.32E-09,0.010890068,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,18,60,2691,4026.954864,2.16E-11,3.89E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,18,60,2835,4148.798272,7.28E-12,0.001326384,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,18,60,3727,4087.65009,2.02E-11,4.71E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,18,60,3193,4068.002675,2.40E-11,5.51E-11,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,18,60,3923,4151.426751,2.48E-15,2.62E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,18,60,2871,4040.768233,1.19E-12,2.09E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,18,60,5630,4224.904088,5.91E-10,1.57E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,18,60,2653,4099.952403,2.89E-11,1.65E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,18,60,3512,4085.840063,3.63E-12,1.34E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,18,60,3706,4115.893302,1.79E-14,4.68E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,18,60,2199,4031.244034,6.47E-14,0.004312917,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,18,60,3936,4062.517095,6.13E-16,0.000513555,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,18,60,2899,4068.172612,6.87E-13,7.80E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,18,60,2309,4127.570045,7.44E-12,7.78E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
1,20,60,1945,4021.842498,4.97E-20,7.31E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
2,20,60,2954,4137.509615,4.80E-11,2.35E-07,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
3,20,60,2645,3995.9974,7.17E-15,1.36E-05,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
4,20,60,5734,4246.721662,2.82E-15,7.52E-12,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
5,20,60,4527,4152.909562,3.87E-11,1.00E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
6,20,60,4647,4320.780403,1.39E-10,7.32E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
7,20,60,4513,4152.883047,9.18E-12,2.67E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
8,20,60,3672,4166.726347,2.01E-11,0.103123268,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
9,20,60,3056,3966.389797,1.16E-11,2.79E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
10,20,60,3510,4063.155409,1.59E-10,7.72E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
11,20,60,3374,4176.93901,6.37E-09,3.83E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
12,20,60,3045,4100.789964,2.07E-12,0.000244498,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
13,20,60,2602,4180.144307,2.43E-09,0.001309238,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
14,20,60,1566,3996.884829,8.15E-11,0.024564757,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
15,20,60,2209,4002.325606,9.09E-11,2.49E-08,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
16,20,60,3729,4124.655476,6.81E-13,2.07E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
17,20,60,3134,4212.059418,3.40E-11,1.26E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
18,20,60,2821,4000.842992,6.99E-11,5.41E-09,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
19,20,60,2531,4025.966561,8.36E-13,0.017038453,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
20,20,60,2870,4160.349332,1.17E-08,0.223267959,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
21,20,60,4548,3981.833369,1.90E-12,1.98E-16,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
22,20,60,8485,4125.746965,1.05E-12,0.000112534,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
23,20,60,3960,4063.814214,6.40E-13,3.99E-06,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
24,20,60,4184,4191.207474,1.45E-10,0.069619571,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
25,20,60,3529,3958.412653,4.38E-10,2.85E-10,2,5,8,0.1,0.2,0,0.108,0.1,0.1,0.1
